const,Neighborhood_Crawfor,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_StoneBr,Neighborhood_Veenker,Condition2_PosN,Exterior1st_BrkFace,Fireplaces,GarageArea,OverallQual,OverallCond,GarageCars,TotRmsAbvGrd,OverallQual * LotArea,YearBuilt * TotRmsAbvGrd,OverallQual**2
1.0,0,0,0,0,0,0,0,0,240,5,5,1,8,45720,15520,25
1.0,0,0,0,0,0,0,0,1,672,7,5,2,7,51107,14021,49
1.0,0,0,0,0,0,0,0,0,264,6,8,1,5,10080,9860,36
1.0,0,0,0,0,0,0,0,1,566,6,5,2,6,112800,11856,36
1.0,0,0,0,0,0,0,0,0,468,5,7,1,6,53450,11520,25
1.0,0,0,0,0,0,0,0,2,514,6,5,2,6,57000,11778,36
1.0,0,0,0,0,0,0,0,1,296,6,5,1,6,54900,11772,36
1.0,0,0,0,0,0,0,0,1,244,5,6,1,7,39000,13678,25
1.0,0,0,0,0,0,0,0,1,576,5,7,2,7,49150,13713,25
1.0,0,0,0,0,0,0,0,1,460,6,5,2,7,48726,14000,36
1.0,0,0,0,0,0,0,0,1,680,4,4,2,7,68480,13713,16
1.0,0,0,0,0,0,0,0,0,264,6,5,1,4,43050,7936,36
1.0,0,0,0,0,0,0,0,0,270,5,6,1,5,53170,9765,25
1.0,0,0,0,0,0,0,0,1,434,7,5,2,8,57400,16024,49
1.0,0,0,0,0,0,0,0,0,576,5,5,2,5,44230,9980,25
1.0,0,0,0,0,0,0,0,1,610,8,5,2,8,89144,16032,64
1.0,0,0,0,1,0,0,0,1,834,9,2,3,8,102546,16080,81
1.0,0,0,0,0,0,0,0,1,463,6,5,2,7,48738,14000,36
1.0,0,0,0,0,0,0,1,1,308,5,6,1,6,25000,11544,25
1.0,0,0,0,0,0,0,0,1,572,7,5,2,5,50400,10030,49
1.0,0,0,0,0,0,0,0,0,639,7,5,2,8,64715,16048,49
1.0,0,0,0,0,0,0,0,0,360,6,3,2,5,54000,9640,36
1.0,0,0,0,0,0,0,0,2,501,6,5,2,9,318642,17928,36
1.0,0,0,0,0,0,0,0,1,430,8,5,2,6,25456,12024,64
1.0,0,0,0,0,0,0,0,1,352,6,6,1,6,43200,11856,36
1.0,0,0,0,0,0,0,0,0,577,7,5,2,6,65674,11994,49
1.0,0,0,1,0,0,0,0,1,846,10,5,3,9,124740,18063,100
1.0,0,0,0,0,0,0,0,0,384,5,8,1,7,42025,13300,25
1.0,0,0,0,0,0,0,0,1,560,6,5,2,7,73254,14007,36
1.0,0,0,0,0,0,0,0,0,294,5,7,1,5,41695,9795,25
1.0,0,0,0,0,0,0,0,0,240,5,6,1,5,50670,9700,25
1.0,0,0,0,0,0,0,0,0,596,5,6,1,6,47855,11736,25
1.0,0,0,0,0,0,0,0,0,600,5,5,2,6,36000,11832,25
1.0,0,0,0,0,0,0,0,1,264,5,5,1,8,37950,15696,25
1.0,0,0,0,0,0,0,0,0,338,5,2,1,6,44835,11520,25
1.0,0,0,0,0,0,0,0,0,438,7,5,2,7,56875,14042,49
1.0,0,0,0,0,1,0,1,2,500,8,5,2,4,119704,7984,64
1.0,0,0,0,0,0,0,0,1,400,7,5,2,6,61369,12030,49
1.0,0,0,0,0,0,0,0,0,240,5,8,1,4,51000,7760,25
1.0,0,1,0,0,0,0,0,1,420,8,5,2,10,96720,19980,64
1.0,0,0,0,0,0,0,0,1,373,6,5,2,7,62184,13965,36
1.0,0,0,0,0,0,0,0,1,490,4,4,2,8,39964,15808,16
1.0,0,0,0,0,0,0,0,0,240,6,5,1,6,62880,11616,36
1.0,1,0,0,0,0,0,0,0,308,6,7,1,8,93456,15320,36
1.0,0,0,1,0,0,0,0,1,947,7,5,3,9,99078,18054,49
1.0,0,0,0,0,0,0,0,1,836,8,5,3,8,86400,16056,64
1.0,0,0,0,0,0,0,0,0,350,5,3,1,5,47855,9790,25
1.0,0,0,0,0,0,0,0,0,572,5,5,2,5,173250,9775,25
1.0,0,0,0,0,0,0,0,1,484,7,5,2,7,30821,14063,49
1.0,0,0,0,0,0,0,0,1,360,5,6,2,5,44800,9635,25
1.0,0,0,0,0,0,0,0,1,678,7,5,3,9,78596,17937,49
1.0,0,0,0,0,0,0,0,0,396,7,5,2,6,62293,12042,49
1.0,0,0,0,0,0,0,0,1,440,6,7,2,6,47064,11868,36
1.0,1,0,0,0,0,0,0,1,864,6,6,3,10,134520,19180,36
1.0,0,0,0,0,0,0,0,0,240,5,6,1,7,40800,13580,25
1.0,0,0,0,0,0,0,0,1,304,5,6,1,6,42250,11808,25
1.0,0,0,0,0,0,0,0,0,784,7,5,4,8,49420,15976,49
1.0,0,0,0,0,0,0,0,1,529,6,7,2,8,99810,15816,36
1.0,0,0,0,0,0,0,0,0,520,5,5,2,4,108750,7816,25
1.0,0,1,0,0,0,0,0,1,696,8,5,3,8,73600,15984,64
1.0,0,0,0,0,0,0,0,1,297,6,5,1,6,54000,11736,36
1.0,0,0,0,0,0,0,0,2,240,7,8,1,6,23646,11676,49
1.0,0,0,0,0,0,0,0,1,569,7,5,2,5,89600,9945,49
1.0,0,0,0,0,0,0,0,0,352,4,6,1,5,34372,9785,16
1.0,0,0,0,0,0,0,0,0,628,7,5,2,6,47334,12042,49
1.0,0,0,0,0,0,0,0,1,576,6,5,2,6,68742,11928,36
1.0,0,0,0,0,0,0,0,0,264,6,5,1,4,10080,7884,36
1.0,0,0,0,0,0,0,0,0,440,5,5,2,6,9600,11826,25
1.0,0,0,0,0,0,0,0,1,470,6,5,2,7,65034,13979,36
1.0,0,0,0,0,0,0,0,1,550,7,6,2,6,74669,11976,49
1.0,0,0,0,0,0,0,0,0,440,6,8,2,6,26400,11520,36
1.0,0,0,0,0,0,0,0,0,180,6,7,1,4,36000,7704,36
1.0,1,0,0,0,0,0,0,1,352,5,6,1,4,21400,7652,25
1.0,0,0,0,0,0,0,0,0,528,6,8,2,7,74124,13440,36
1.0,0,0,1,0,0,0,0,2,672,10,5,3,10,154310,20080,100
1.0,0,0,0,0,0,0,0,1,360,5,7,2,8,31200,15440,25
1.0,0,0,0,0,0,0,0,1,648,7,5,3,6,27454,12036,49
1.0,0,0,0,0,0,0,0,1,493,7,5,2,8,61250,15952,49
1.0,0,0,0,0,0,0,0,1,480,6,5,2,7,59130,13692,36
1.0,0,0,0,0,0,0,1,1,578,6,6,2,6,98952,11796,36
1.0,0,0,0,0,0,0,0,1,431,7,5,2,10,78498,19980,49
1.0,0,0,0,0,0,0,0,1,198,6,6,1,7,51600,13559,36
1.0,0,0,0,0,0,0,0,0,308,3,7,1,6,18000,11688,9
1.0,0,0,0,0,0,0,0,0,270,6,8,1,5,34104,9650,36
1.0,0,0,0,0,0,0,0,2,576,7,5,2,5,495327,9875,49
1.0,0,0,0,0,0,0,0,0,422,6,5,2,7,55818,13972,36
1.0,0,0,0,0,0,0,0,0,676,8,5,2,6,72000,12048,64
1.0,0,0,0,0,0,0,0,0,560,5,5,2,8,46485,15808,25
1.0,0,0,0,0,0,0,0,1,528,7,6,2,6,67200,11838,49
1.0,0,0,0,0,0,0,0,0,513,5,5,3,7,22855,13412,25
1.0,0,0,0,0,0,0,0,2,529,4,6,2,6,212908,11724,16
1.0,0,0,0,0,0,0,0,1,228,8,7,1,7,40800,13475,64
1.0,0,0,0,0,0,0,0,1,352,5,4,1,5,35075,9750,25
1.0,0,0,0,0,0,0,0,0,552,8,5,2,8,64032,16072,64
1.0,0,0,0,0,0,0,0,0,576,7,9,2,6,50400,11616,49
1.0,0,0,0,0,0,0,0,1,360,5,5,1,5,41405,9825,25
1.0,1,0,0,0,0,0,0,1,240,6,7,1,6,71928,11604,36
1.0,0,0,0,0,0,0,0,1,398,7,5,2,6,21504,12024,49
1.0,0,0,0,0,0,0,0,1,526,7,5,2,5,74396,9850,49
1.0,0,0,0,0,0,0,0,2,312,5,7,1,7,47400,13594,25
1.0,0,0,1,0,0,0,0,1,866,8,5,3,7,91424,14042,64
1.0,0,0,0,0,0,0,0,0,506,6,5,2,7,55746,13951,36
1.0,0,0,0,1,0,0,0,0,528,8,5,2,4,54560,7940,64
1.0,0,0,0,0,0,0,0,1,534,7,6,2,8,83664,15816,49
1.0,0,0,0,0,0,0,0,0,525,6,5,2,5,22050,10025,36
1.0,0,0,1,0,0,0,0,1,908,8,5,3,7,119816,14042,64
1.0,0,0,0,1,0,0,0,0,499,8,5,2,6,42640,12000,64
1.0,0,0,0,0,0,0,0,0,624,5,6,2,5,42400,9815,25
1.0,0,0,0,0,0,0,0,1,508,6,5,2,7,78750,13979,36
1.0,0,0,1,0,0,0,0,1,694,9,5,3,9,123237,18054,81
1.0,0,0,0,0,0,0,0,1,826,8,5,3,7,85096,14049,64
1.0,0,0,0,0,0,0,0,0,672,4,7,2,7,23700,13559,16
1.0,0,0,1,0,0,0,0,1,772,9,5,3,8,144297,16032,81
1.0,0,0,1,0,0,0,0,1,874,9,5,3,6,106614,12018,81
1.0,0,0,0,0,0,0,0,1,164,7,8,1,7,17500,13405,49
1.0,0,0,0,0,0,0,0,0,402,6,5,2,5,27000,9990,36
1.0,0,0,0,0,0,0,0,0,264,5,7,1,6,38790,11772,25
1.0,0,0,0,0,0,0,0,1,264,5,7,1,5,48000,9750,25
1.0,0,0,0,0,0,0,0,0,515,5,7,2,6,51445,11790,25
1.0,0,0,0,0,0,0,0,1,487,5,6,2,7,61215,13797,25
1.0,0,0,0,0,0,0,0,1,520,5,4,2,10,54000,19000,25
1.0,0,0,0,0,0,0,0,0,286,4,8,1,3,6104,5910,16
1.0,0,0,0,0,0,0,0,1,336,5,6,1,4,13325,7904,25
1.0,0,0,0,0,0,0,0,2,240,6,7,1,5,56940,9705,36
1.0,0,0,0,0,0,0,0,0,429,6,5,2,8,93468,16048,36
1.0,0,0,0,0,0,0,1,1,308,5,6,1,6,39655,11760,25
1.0,0,0,0,0,0,0,0,0,273,5,8,1,4,28920,7752,25
1.0,0,1,0,0,0,0,1,1,546,8,5,2,10,101536,19920,64
1.0,0,0,0,0,0,0,0,0,240,7,6,1,8,63840,15400,49
1.0,0,0,0,0,0,0,0,0,288,5,7,1,5,39000,9835,25
1.0,0,0,0,0,0,0,0,0,297,5,7,1,5,37675,9790,25
1.0,0,0,0,0,0,0,0,0,264,6,5,1,7,11340,13811,36
1.0,0,0,0,0,0,0,0,0,603,7,5,2,7,68621,14035,49
1.0,0,0,0,0,0,0,0,0,461,5,7,2,6,45850,11790,25
1.0,1,0,0,0,0,0,1,2,484,7,8,2,6,109214,11754,49
1.0,0,0,0,0,0,0,0,1,440,6,5,2,6,13848,11844,36
1.0,0,0,0,0,0,0,0,0,400,5,5,2,10,37980,19520,25
1.0,0,0,0,0,0,0,0,1,471,8,5,2,8,76432,15944,64
1.0,0,0,0,0,0,0,0,0,676,6,5,2,4,47172,8036,36
1.0,0,0,0,0,0,0,0,1,360,7,9,2,7,67200,13496,49
1.0,0,0,0,0,0,0,0,0,270,5,6,1,6,48000,11754,25
1.0,0,0,0,0,0,0,0,2,288,5,7,1,6,72795,11706,25
1.0,0,0,1,0,0,0,0,1,474,7,5,2,6,47544,12030,49
1.0,0,0,0,0,0,0,0,0,624,5,5,2,5,45500,9790,25
1.0,0,0,0,0,0,0,0,0,484,6,5,2,5,55122,9915,36
1.0,1,0,0,0,0,0,0,0,200,5,5,1,5,52970,9630,25
1.0,0,0,1,0,0,0,0,1,900,10,5,3,9,122200,18081,100
1.0,0,0,0,0,0,0,0,1,583,6,6,2,7,62688,13804,36
1.0,0,1,0,0,0,0,0,1,889,7,5,3,7,71456,13972,49
1.0,0,0,0,0,0,0,0,0,546,6,5,2,7,57186,13986,36
1.0,1,0,0,0,0,0,0,2,282,7,9,1,9,76426,17334,49
1.0,0,0,0,0,0,0,0,2,336,6,6,1,6,71928,11742,36
1.0,0,0,0,0,0,0,0,2,420,6,7,2,7,30000,13629,36
1.0,0,0,0,0,0,1,0,1,884,10,5,3,11,400940,22077,100
1.0,0,1,0,0,0,0,0,1,834,7,5,3,8,82509,15968,49
1.0,0,0,0,0,0,0,0,1,453,7,5,2,6,52500,12030,49
1.0,0,0,0,0,0,0,0,0,252,5,7,1,4,66500,7824,25
1.0,0,0,1,0,0,0,0,1,858,9,5,3,11,134532,22088,81
1.0,1,0,0,0,0,0,0,2,484,6,3,2,9,196008,17613,36
1.0,0,0,0,0,0,0,0,1,600,6,5,2,5,61200,9940,36
1.0,0,0,0,0,0,0,0,0,502,6,8,2,6,36930,11520,36
1.0,0,0,0,0,0,0,0,1,392,5,7,1,5,36000,9775,25
1.0,0,0,0,0,0,0,0,1,403,8,5,2,6,72448,12024,64
1.0,0,0,0,0,0,0,0,0,527,7,5,2,8,62468,15984,49
1.0,0,0,0,0,0,0,0,0,576,4,5,2,5,50940,9860,16
1.0,0,0,0,0,0,0,0,1,336,5,5,1,7,57765,13776,25
1.0,0,0,0,0,0,0,0,1,670,8,5,2,6,91384,12006,64
1.0,0,0,0,0,0,0,0,1,765,9,5,3,8,131409,16048,81
1.0,0,1,0,0,0,0,0,1,648,8,5,3,8,88000,16000,64
1.0,0,0,0,0,0,0,0,1,583,7,5,2,7,70980,13986,49
1.0,0,0,0,0,0,0,0,0,367,7,5,1,4,28406,7992,49
1.0,0,0,0,0,0,0,0,1,426,7,5,2,7,119728,14042,49
1.0,0,0,0,0,0,0,0,0,786,7,5,3,9,96859,17892,49
1.0,0,0,0,0,0,0,1,1,440,6,7,2,6,52422,11538,36
1.0,0,0,0,0,0,0,0,0,624,5,7,2,5,36220,9850,25
1.0,0,0,0,0,0,0,0,0,720,5,7,2,4,41175,7820,25
1.0,0,0,0,0,0,0,0,1,615,7,5,2,8,65625,16024,49
1.0,0,0,0,0,0,0,0,0,440,6,6,2,4,24258,7908,36
1.0,0,0,0,0,0,0,1,0,288,5,6,1,5,30000,9785,25
1.0,0,0,1,0,0,0,0,1,908,8,5,3,7,89168,14042,64
1.0,0,0,0,0,0,0,0,0,520,4,5,2,5,35108,9745,16
1.0,0,0,1,0,0,0,0,1,871,7,5,3,8,74375,16024,49
1.0,0,0,0,0,0,0,0,1,280,5,6,1,5,31900,9610,25
1.0,0,0,0,0,0,0,0,1,299,5,5,1,6,74250,11742,25
1.0,0,0,0,0,0,0,0,0,570,4,6,1,7,44160,13440,16
1.0,0,0,0,0,0,0,0,1,406,7,5,2,6,153104,11976,49
1.0,0,0,0,0,0,0,0,1,420,7,5,2,7,22372,14021,49
1.0,0,0,0,0,0,0,0,1,528,5,6,2,5,56705,9785,25
1.0,0,0,0,0,0,0,0,1,418,5,5,2,6,50050,11844,25
1.0,0,0,0,0,0,0,0,1,396,6,7,2,8,130680,15344,36
1.0,0,1,0,0,0,0,0,1,590,7,5,2,9,93422,17928,49
1.0,0,0,0,0,0,0,0,0,216,6,4,1,6,41148,11490,36
1.0,0,0,0,1,0,0,0,1,656,9,5,3,11,100782,22055,81
1.0,0,0,1,0,0,0,0,0,532,7,5,2,7,71197,14028,49
1.0,0,0,0,0,0,0,0,1,612,8,8,2,5,98616,9915,64
1.0,0,0,0,0,0,0,0,2,600,5,5,2,4,35160,7916,25
1.0,0,0,0,0,0,0,0,0,576,5,5,2,10,65505,19650,25
1.0,0,0,0,0,0,0,0,0,288,6,6,1,4,43992,7836,36
1.0,0,0,0,0,0,0,0,0,650,7,5,2,6,92113,12054,49
1.0,0,0,0,0,0,0,0,1,400,7,5,2,8,69769,16000,49
1.0,0,0,0,0,0,0,0,0,288,5,7,1,5,52500,9855,25
1.0,0,0,0,0,0,0,0,0,336,5,5,1,6,42400,11682,25
1.0,0,0,0,0,0,0,0,1,216,7,7,1,6,44044,11568,49
1.0,0,0,0,0,0,0,0,2,564,5,6,2,6,58885,11796,25
1.0,0,0,0,0,0,0,0,0,540,7,5,2,5,25228,10035,49
1.0,0,0,0,0,0,0,0,0,352,5,5,1,7,60750,13678,25
1.0,0,0,0,0,0,0,0,2,572,6,6,2,7,87510,13720,36
1.0,0,0,1,0,0,0,0,1,1390,8,5,3,8,101632,16064,64
1.0,0,0,0,0,0,0,0,1,880,10,9,2,9,135000,17037,100
1.0,0,0,0,0,0,0,0,0,240,4,7,1,6,24480,11610,16
1.0,0,0,0,0,0,0,0,2,880,8,5,3,7,91544,14035,64
1.0,0,0,0,0,0,0,0,0,275,6,7,1,5,61602,9590,36
1.0,0,0,0,0,0,0,0,0,528,5,6,2,4,43700,7928,25
1.0,0,0,0,0,0,0,0,2,452,5,8,1,5,125475,9840,25
1.0,0,0,0,0,0,0,0,0,308,5,6,1,4,45500,7720,25
1.0,0,0,0,0,0,0,0,0,520,7,5,2,6,58240,12024,49
1.0,0,0,1,0,0,0,0,1,842,10,5,3,10,134780,20080,100
1.0,0,0,0,0,0,0,0,0,816,5,8,2,4,33000,7928,25
1.0,0,0,0,0,0,0,0,0,420,6,5,2,4,26610,8012,36
1.0,0,0,0,0,0,0,0,0,280,5,6,1,5,39950,9875,25
1.0,0,0,0,1,0,0,0,1,758,8,5,3,7,90416,14035,64
1.0,0,0,0,0,0,0,0,0,216,6,7,1,7,21600,13370,36
1.0,0,0,0,0,0,0,0,1,648,7,5,3,7,27454,14042,49
1.0,1,0,0,0,0,0,0,1,621,5,6,2,7,64920,13839,25
1.0,0,0,0,0,0,0,0,1,452,6,6,2,6,11700,11880,36
1.0,0,0,1,0,0,0,0,1,736,8,5,2,8,87416,16040,64
1.0,0,0,0,0,0,0,0,1,544,6,6,1,6,54000,11622,36
1.0,0,0,0,0,0,0,0,1,506,8,5,2,8,80328,15936,64
1.0,0,0,0,0,0,0,0,0,480,7,5,2,4,22274,8016,49
1.0,0,0,0,0,0,0,0,1,530,7,5,2,6,89621,12012,49
1.0,0,0,0,0,0,0,0,3,486,7,6,2,7,95200,13755,49
1.0,0,0,0,0,0,0,0,0,576,5,5,2,6,62320,11976,25
1.0,0,0,0,0,0,0,0,0,230,5,8,1,8,39000,15584,25
1.0,1,0,0,0,0,0,1,2,380,8,6,2,10,97344,19340,64
1.0,0,0,0,0,0,0,0,0,261,4,5,1,5,31772,9805,16
1.0,0,0,0,0,0,0,0,2,736,9,5,3,8,99450,16000,81
1.0,0,0,0,0,0,0,0,1,564,6,6,2,6,62370,11868,36
1.0,0,0,0,0,0,0,0,1,531,8,5,2,7,95080,14007,64
1.0,0,0,0,0,0,0,0,0,480,6,7,2,6,52800,11778,36
1.0,0,0,0,0,0,0,0,1,393,6,5,2,7,47166,14014,36
1.0,0,0,0,0,0,0,0,0,528,6,6,2,4,43362,7816,36
1.0,0,0,1,0,0,0,0,1,774,9,5,3,9,105246,18063,81
1.0,0,0,0,0,0,0,0,2,749,8,5,3,10,97952,20030,64
1.0,0,0,0,0,0,0,0,1,624,6,7,2,9,64800,17766,36
1.0,0,0,0,0,0,0,0,0,484,5,6,2,6,35320,11862,25
1.0,0,0,0,0,0,0,0,1,440,6,5,2,4,12702,8000,36
1.0,0,0,0,0,0,0,0,1,484,6,5,2,8,62400,15776,36
1.0,0,0,0,0,0,0,0,0,440,6,6,2,5,60000,9810,36
1.0,0,0,0,0,0,0,0,1,286,5,5,1,6,61710,11760,25
1.0,0,0,0,0,0,0,0,2,364,6,6,1,7,57600,13685,36
1.0,0,0,0,0,0,0,0,2,504,5,5,2,9,58030,17721,25
1.0,0,0,0,0,0,0,0,0,520,6,5,2,6,54120,11784,36
1.0,0,0,0,0,0,0,0,0,240,5,6,1,8,45000,15040,25
1.0,0,0,1,0,0,0,0,1,627,8,5,2,6,36720,12036,64
1.0,0,0,0,0,0,0,0,1,544,7,5,2,6,83300,11862,49
1.0,0,0,0,0,0,0,0,0,260,5,7,1,6,46250,11724,25
1.0,0,0,0,0,0,0,0,0,576,6,5,2,4,41874,7920,36
1.0,0,0,0,0,0,0,0,0,256,5,4,1,7,30000,13678,25
1.0,0,0,0,0,0,0,0,1,648,8,5,3,7,31856,14042,64
1.0,0,0,1,0,0,0,0,1,588,8,5,2,6,101416,12018,64
1.0,0,0,0,0,0,0,0,1,650,7,5,2,7,49350,14007,49
1.0,0,0,0,0,0,0,0,3,538,8,7,2,9,110880,17748,64
1.0,0,0,0,0,0,0,0,0,462,5,5,2,7,53965,13783,25
1.0,0,0,0,0,0,0,0,1,478,9,5,3,7,82683,14063,81
1.0,0,0,0,0,0,0,0,0,576,6,5,2,5,63180,9855,36
1.0,0,0,0,0,0,0,0,0,420,5,5,2,7,36000,13650,25
1.0,0,0,0,0,0,0,0,2,495,6,5,2,5,62712,9765,36
1.0,0,0,0,0,0,0,0,1,442,6,5,2,7,46200,13762,36
1.0,0,0,0,0,0,0,0,0,562,7,6,2,7,56875,14049,49
1.0,0,0,0,0,0,0,0,1,296,4,5,1,7,36336,13580,16
1.0,0,0,0,0,0,0,0,1,512,7,5,2,7,61250,13972,49
1.0,0,0,0,0,0,0,0,0,216,6,7,1,7,61920,13342,36
1.0,0,1,0,0,0,0,0,1,839,8,6,3,7,83496,13965,64
1.0,0,0,0,0,0,0,0,0,264,6,5,1,6,10080,11826,36
1.0,0,0,0,0,0,0,0,0,312,5,7,1,5,50035,9795,25
1.0,1,0,0,0,0,0,0,1,270,7,6,1,6,50400,11586,49
1.0,0,0,0,0,0,0,0,1,330,6,5,1,6,105018,11688,36
1.0,0,0,0,0,0,0,0,0,480,5,7,2,7,49685,13748,25
1.0,0,0,0,0,0,0,0,1,550,7,7,2,7,86688,13832,49
1.0,0,1,0,0,0,0,0,1,711,8,7,3,8,372712,15952,64
1.0,0,0,0,0,0,0,0,2,576,6,3,2,5,81360,9840,36
1.0,0,0,0,0,0,0,0,0,588,4,5,2,6,40048,11832,16
1.0,0,0,0,0,0,0,0,1,1134,8,5,3,8,167168,16040,64
1.0,0,0,0,0,0,0,0,1,504,8,5,2,7,89552,14000,64
1.0,0,0,0,0,0,0,0,1,596,6,5,2,7,110700,13755,36
1.0,0,0,0,0,0,0,0,1,575,6,5,2,7,48750,13958,36
1.0,0,0,0,0,0,0,0,1,576,5,6,2,6,70875,11736,25
1.0,1,0,0,0,0,0,0,1,252,4,5,1,5,46400,9610,16
1.0,0,0,0,0,0,0,0,0,540,6,5,2,7,51798,14035,36
1.0,0,0,0,0,0,0,0,0,300,6,6,1,6,39774,11550,36
1.0,0,0,0,0,1,0,0,1,546,6,6,2,6,67500,11862,36
1.0,1,0,0,0,0,0,0,2,416,6,7,2,7,86652,13699,36
1.0,0,0,0,0,0,0,0,1,384,6,6,1,5,55200,9825,36
1.0,0,0,0,0,0,0,0,1,440,6,6,2,7,13734,13846,36
1.0,0,0,0,0,0,0,0,0,779,4,2,3,8,38400,15200,16
1.0,0,0,0,0,0,0,0,0,240,5,8,1,5,45110,9620,25
1.0,0,0,0,1,0,0,0,1,834,8,5,3,7,94752,14056,64
1.0,0,0,0,0,0,0,0,0,572,5,5,2,5,49725,9805,25
1.0,0,0,0,0,0,0,0,1,264,6,5,1,5,48072,9900,36
1.0,0,0,0,0,0,0,0,0,281,5,5,1,6,22500,11592,25
1.0,0,0,0,0,0,0,0,1,431,6,5,2,6,17322,11976,36
1.0,0,0,0,0,0,0,0,1,702,9,5,3,7,101232,14014,81
1.0,0,1,0,0,0,0,0,0,486,7,5,2,7,117390,13986,49
1.0,0,0,0,1,0,0,0,1,577,7,5,2,6,35434,11904,49
1.0,0,0,0,0,0,0,0,0,578,7,6,2,7,71449,14049,49
1.0,0,0,0,0,0,0,0,0,480,7,5,2,4,35735,8016,49
1.0,0,0,0,1,0,0,0,1,567,8,6,2,7,64712,14049,64
1.0,0,0,1,0,0,0,0,1,460,6,5,2,6,45462,12030,36
1.0,0,0,0,0,0,0,0,1,420,6,5,2,3,26556,6012,36
1.0,0,1,0,0,0,0,0,2,832,10,6,3,10,215350,19940,100
1.0,0,0,0,0,0,0,0,2,628,7,5,2,9,183246,17901,49
1.0,0,0,0,0,0,0,0,0,326,5,6,1,4,27000,7684,25
1.0,0,0,0,0,0,0,0,0,576,5,6,2,5,30600,9680,25
1.0,0,0,0,0,0,0,0,1,551,6,6,2,5,82866,9935,36
1.0,0,0,0,0,0,0,0,0,205,5,7,1,4,30000,7684,25
1.0,0,0,0,0,0,0,0,0,308,5,7,1,6,32100,11712,25
1.0,0,0,0,0,0,0,0,1,336,5,8,1,5,42250,9825,25
1.0,0,0,0,0,0,0,0,0,530,7,5,2,5,29974,10020,49
1.0,0,0,0,0,0,0,0,1,765,8,5,3,7,114648,14014,64
1.0,0,0,0,0,0,0,0,0,528,7,5,2,6,67200,11814,49
1.0,0,0,0,1,0,0,0,1,666,8,5,3,10,99504,20060,64
1.0,0,0,0,0,0,0,0,1,672,5,9,2,8,38150,15200,25
1.0,0,0,0,0,0,0,0,0,606,7,5,2,7,58800,14028,49
1.0,0,0,0,0,0,0,0,2,739,7,5,2,5,806043,9855,49
1.0,0,0,1,0,0,0,0,1,550,8,5,2,6,49920,12036,64
1.0,0,0,0,0,0,0,0,1,400,7,5,2,8,63126,16056,49
1.0,0,0,0,0,0,0,0,0,408,5,7,1,6,35810,11796,25
1.0,0,0,0,0,0,0,0,0,384,4,7,1,7,34848,13300,16
1.0,0,0,0,1,0,0,0,1,472,8,5,2,5,37368,9940,64
1.0,0,0,0,0,0,0,0,0,576,4,5,2,6,39492,11820,16
1.0,0,0,0,0,0,0,0,0,475,6,8,2,6,81102,11856,36
1.0,0,0,0,0,0,0,0,1,478,6,5,2,7,60840,13818,36
1.0,0,0,0,0,0,0,0,0,704,7,8,2,8,75600,15120,49
1.0,0,0,0,0,0,0,0,1,439,5,6,2,5,50000,9865,25
1.0,0,1,0,0,0,0,0,1,983,7,5,3,9,73794,17937,49
1.0,0,0,0,0,0,0,0,1,300,5,6,1,5,49600,9845,25
1.0,0,0,0,1,0,0,0,1,564,8,5,2,5,52504,9925,64
1.0,0,0,0,0,0,0,0,0,420,6,5,2,3,26556,6012,36
1.0,0,0,0,0,0,0,0,0,463,4,7,2,5,32480,9850,16
1.0,0,0,0,0,0,0,0,0,548,4,6,1,7,32688,13678,16
1.0,0,0,0,0,0,0,0,1,768,9,5,3,8,119574,16056,81
1.0,0,0,0,0,0,0,0,0,660,4,6,2,5,27840,9850,16
1.0,1,0,0,0,0,0,0,1,540,6,9,2,5,130170,9940,36
1.0,0,0,0,0,0,0,0,0,632,7,5,2,6,51198,12042,49
1.0,0,0,0,0,0,0,0,0,888,5,5,3,9,57375,17622,25
1.0,0,0,0,0,0,0,0,0,539,4,5,2,5,24960,9625,16
